Date,ABEV3.SA,ANIM3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CBEE3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,EQTL3.SA,EVEN3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SEER3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2015-03-05,0.0027308108065313696,0.05348983669680818,-0.029204547730031782,0.004456344879223861,-0.007717749266363594,-0.0016493085683596531,-0.007556667801907446,-0.030336971023689263,-0.04538350087764387,0.01578942087070767,0.045714319968710226,-0.018276762402088753,-0.018898972429644,0.0,0.0301508325602029,-0.013157906167521771,-0.001116776626771232,-0.010989044587990326,-0.004432912199393568,-0.03435111377881084,0.021739130434782705,-0.009018013774943712,0.021671805829548196,0.009901013479974186,0.009708728874782357,-0.04483429378686932,0.008421912320197622,0.004310340840949722,0.01147223184330115,0.02439030468732617,-0.001037906449847248,-0.004028326880671562,-0.008820272193769907,0.007593481602399033,-0.019896903297773494,-0.01031674625266532,0.0013095310756139344,0.0,-0.01492549582098801,-0.024202644164962428,-0.009803921568627416,-0.026387648912151285,0.02488335925349916,0.0065574231823122275,-0.0032363198666708337,0.019047518794996554,-0.0076045426421263995,-0.0029230318256503462,-0.026764954060495838,0.00035714424872890227,0.0,0.004728131723519047,0.007117518236563702,0.004326309858092348,-0.008583675100731103,-0.0028971254753635822,0.02059709143260635,-0.006962156748034465,0.0022521963774337905,-0.04364881884696237,0.029865813301203303,-0.011058495134317003,0.009445091048871701,-0.002040897202187475,0.00018266471038530518
2015-03-06,-0.007080667962610976,0.013622189775642557,0.0031120306550935783,-0.023957448695370198,-0.012777843098617736,-0.012114508821695624,-0.03394669033263509,-0.057937521535636693,-0.0032785578720277986,-0.0059663527729481025,0.029664258260654552,0.0008865248226950229,-0.03266326661260377,0.0,0.0048779565462209185,0.023589696639623403,0.002795063027988265,0.014197546130763072,-0.01001856957774061,-0.005928801049494115,-0.009361672908701824,-0.02022238561295464,-0.013030298016725839,-0.0117646772722515,0.017628227171343713,0.029795899683115357,-0.005083526595058174,-0.017167366164289044,0.014177754199485859,0.009353712120438118,-0.008831172794490638,-0.02123336663166664,-0.026696390978335316,0.020869545545379564,0.0,0.003030278474966286,0.0010699837978547233,-0.031460610708888614,0.03484860080525731,-0.004037667587958982,0.0059405789516939755,-0.00934578614605952,-0.047040971168436974,-0.013029303481221888,0.0010822758798212373,0.00467264850109439,-0.01915713109244621,0.0071661012341104335,-0.015145518764615895,-0.01677978688588011,0.0,0.001764647379514539,-0.009894033863251717,0.00184619610126191,0.02683982014923192,-0.02421307550782348,-0.014916660041111474,-0.004787976561532736,-0.00674151331618722,0.004615392440404653,-0.004669462226162491,0.005111999771849396,-0.030409382816573904,-0.007624342301201237,0.00018266471038530518
2015-03-09,0.0005485589211708941,-0.0836895630673875,-0.006204751931967456,-0.03909093683416198,-0.012661753388672259,-0.028706768773028468,-0.019704445531574022,-0.08487080512803358,-0.019736988728841776,0.0014215601131677413,0.049279802341411605,-0.018600531443755508,-0.0060606621075806055,0.0,-0.05663414944544798,-0.02705405976690589,-0.01616476327474592,-0.037735803867617435,-0.010494778239983349,0.029820996475860673,-0.031786930811503855,-0.0650155128858193,-0.01074611180799323,-0.003968149556628386,-0.01732285593172289,0.010701564116625484,-0.012043842167638985,-0.02620084881180096,0.025162998317942442,0.010951989527739903,-0.017295593554801036,-0.025826620482001905,-0.025999975628660854,0.022714345863773078,-0.05714278973033904,-0.011480371838188619,-0.010688809308804004,-0.06960557451217952,-0.02489018021725664,-0.05096531357585232,0.001574839217641566,-0.014150881308935048,-0.009554140127388533,-0.03300332075896106,-0.03567566742768158,-0.032557755919424336,-0.009375000998094851,-0.029754206792492854,-0.04046944706802447,-0.008714451403720846,0.0,-0.01233123741965636,-0.01498932053896751,-0.0061425293152326255,-0.07757160973061472,-0.004962798181780803,0.0,-0.017182072407520232,0.027149294906732013,-0.002552283648346032,0.007407423779472122,-0.012714763902561321,-0.017490893215510228,-0.016006082311278313,0.00018266471038530518
2015-03-10,-0.029605209153223955,0.013333225250244052,-0.010405669887327496,0.0061495303627534526,-0.02108862556513713,-0.03328555555834789,0.0033500964888364404,0.02284945237835445,-0.023489778260179506,-0.015457384217052783,-0.00650290112685159,0.03339350180505418,-0.06620203009689929,0.0,0.01029156538557996,-0.05149330566793886,-0.011898222228868716,0.01739383263699623,-0.0007575931080556764,-0.0019304541266529363,-0.031943264927160264,0.026490070459934012,-0.011483532653097872,-0.013944329867126681,0.016025702746429227,-0.026666678634344354,0.017731747533169306,-0.0134529018534425,-0.009090875326105974,-0.029166698455810547,0.010133361816406339,-0.024390229111066697,-0.039307742102320575,-0.017212673217129826,-0.015948951593460214,-0.014425421583814657,-0.01656666252224759,0.08728167413177768,0.03753745239596107,0.023189652081889056,-0.013364785591600814,0.016267876876028042,-0.004823151125401881,-0.05346988271541786,-0.04484300617814163,-0.028846462637135417,-0.010252345538233287,0.014333343505859464,0.003795873305066033,-0.01831508818126859,0.0,-0.022294809970746732,-0.02681160927745385,0.007416497504414643,-0.028336463210302254,-0.007481278016859605,-0.011876401877331855,-0.007692362252332718,0.0,-0.02251793825188475,0.011764731693847397,-0.011590356659765044,-0.01657461280473671,-0.018055753238039096,0.00018266471038530518
2015-03-11,0.02485867840357736,0.029605285138141868,0.02418481906963499,0.01598496216598755,0.020378453432957633,0.029979242984180754,0.019699503758209058,-0.005256258283298454,0.0008589610942877357,-0.002082684768133447,-0.19781820123845884,-0.017467248908296984,0.04477607558580465,0.0,0.005942217044890397,0.04017371162069239,0.02293589192531842,-0.0006215303940519945,0.009097865280592421,0.00967112440229334,0.027497726391446653,0.0,0.019466259765617666,-0.01010103346279323,0.009463713144399533,0.015310276905220022,0.0018149916333460858,0.015909021206140128,-0.0009174277539424347,0.018025754937618155,0.008447721378064488,0.033695650533023924,0.03389313772387981,0.016384255126969727,0.06969197449919151,0.019598102983655608,0.005859369679455773,-0.034403539300897235,0.010130269418392901,0.035387726063475844,0.008764912749440024,0.009416187485701721,-0.012924071082390909,0.018028915589732852,0.025821514264594114,0.024752589486846333,0.012350587824002668,0.03253367601674917,0.002100888487900354,0.007462623045524364,0.0,0.02675580192585736,0.012658223166744476,-0.012883380018521184,-0.017873955963381705,0.0,0.0,0.012508845385935885,0.019823822322491136,-0.012565432791876052,0.019864280900144582,0.01400648819159156,-0.0037453444383406254,0.012693351003250974,0.00018266471038530518
2015-03-12,-0.005512595230744988,0.022364243535412998,-0.011293405898760933,0.013419666820360776,-0.022824462630025688,-0.017867424207368532,-0.02324823086237382,0.02906208278580258,-0.012017088120666264,0.004495095058039578,-0.061649988029355174,0.001777777777777878,0.008928605640421639,0.0,0.0253163845686466,0.05323593245755909,0.024102821285831633,0.03141503905525589,-0.009391434715191327,0.024904237483914793,0.021409435352494066,0.0,0.010779207285754655,0.002040762684309305,0.006249993946403354,-0.007936537971601432,0.018115823267761844,0.011185725521638101,-0.004591351002549815,-0.012647523007795591,-0.007329910691148189,0.004206148526301634,0.004134728843211644,-0.01834359399950458,0.022727406113422832,0.015936761811423894,-0.003033934442155717,-0.0071259083232153575,-0.01002867622631054,-0.01094473083971681,0.003159554686819721,0.024253807840785235,0.013093289689034338,-0.0224321756868453,-0.030892392581242878,0.1207730264876139,0.008264495785569759,0.005410568933200244,-0.0008385936035125718,-0.003703718329328254,0.0,-0.01302929181197332,-0.02205878110125914,0.056556857599889154,0.029693480425330154,0.03366834618780912,0.012620181099680883,0.01966238249836616,0.004319650201332292,0.0,0.014489343438526259,0.01670412945610722,-0.0018796825124991479,-0.0005316321105794941,0.00018266471038530518
2015-03-13,0.005543152386152217,-0.006875038556756863,0.0020766183719265197,-0.02420085792368809,-0.011386894166089956,-0.01232389452056959,-0.010392204717909692,-0.021822840937224308,-0.011294682186366312,-0.0033562667231307186,0.057970957070651696,0.015971606033717833,0.013274302300743557,0.1009174438674667,-0.03292172048831843,0.021803792240021158,-0.01751484148076421,-0.030458193710294457,-0.0295790922192547,0.026168199809568193,0.008733657915767745,-0.029032288542084506,0.006398509455308732,0.01832994384686515,0.012422348291186713,-0.006800003051757764,-0.008184970096580368,-0.06415928386654168,0.0,0.0017078995750814396,-0.0042194054625018795,-0.007329886377051675,-0.005000044240249912,0.04133640561207663,-0.006666690395765729,-0.013291845313819106,0.0014607063310205781,-0.004784777372933924,0.0028943952223767777,-0.027373285455217,-0.029921269302987996,0.0045536819406699625,0.009693053311793154,-0.015700497419493087,-0.015348301103008222,-0.008620645013487804,-0.008196753748757946,-0.03133902394226684,-0.0247587139939921,-0.013382768319269212,0.0,-0.004500491296343445,0.01127817330682701,0.010000004487879188,-0.013953416344337777,-0.015556621272324933,-0.019584662185766155,-0.010238859144775403,0.045161297600011974,0.0010603684924623824,-0.01194102364291938,-0.004739276714642582,-0.01004393247626767,-0.005810147299509016,0.00018266471038530518
2015-03-16,-0.007717717439854388,-0.04027686926636276,0.03316074542264036,0.0,0.007088007915043271,0.014854449251556767,0.019647693587806714,-0.023622026197735235,-0.0008784951655043116,-0.004329649183642537,0.006392753398891005,-0.011353711790393017,-0.004366828957883873,0.05833330196054809,-0.018723351203501437,-0.02618821016243078,0.008356396077358275,0.012130644096462362,0.009378654540332043,0.016393471100192736,0.00606057953837702,0.027685542536227237,-0.0009082715728393476,-0.005999842583913506,-0.0076687409326891,0.00483289728562708,0.022246097047109226,0.0023640075649142833,-0.008302551733816443,-0.017902735947815773,0.0068856501003125015,0.003164551234990265,0.0,-0.037520441768085444,0.020134227206340727,0.003034041524018427,-0.019083479415796245,-0.016826889546562307,0.015872965414650775,0.04510970680512272,0.010146104147430668,-0.012692644923507967,0.05119999999999991,0.012269986030718272,0.005995226597129921,-0.03043483257227453,-0.0003935351601301873,0.02745098503647614,0.024096362799380433,-0.016955697184698026,0.0,0.008740234477602193,-0.0029739374453192635,-0.009900994498460047,0.009433944413381079,0.004938290442949356,0.009382627575791336,0.01896550936526764,0.006172784392394215,0.001059346326944377,0.018957388098582495,-0.02539684463850911,-0.02916931038645032,0.0051856119845254955,0.00018266471038530518
2015-03-17,0.009444448682996986,-0.005901680987103641,0.07622862043368883,0.050538132021187065,0.043988260331621065,0.0392270884265884,0.04784054869793675,0.021505378446662116,0.046613828127338275,0.013045558769621435,0.0072595209058901045,0.022084805653710182,0.03508777066574664,0.0,0.02688634756101793,0.046812775778344085,0.01933692466732273,0.015673059897253427,0.025551678256350963,0.04838709401759078,0.019793502424770404,0.03663784941027415,0.019696987321116577,0.02615682713103884,0.03554869034496111,-0.0020040538228540683,0.024570083239425333,0.042452904455773544,0.0316278985542886,0.03385411233951863,0.005260409272262789,0.024185225166654112,0.02867283859593739,0.00508483014412775,-0.013888906809966461,0.018753781931378333,0.003717486352707633,0.02689477751582614,0.03409099883548783,0.01604282048785355,0.038569747503511165,-0.013774140243304478,-0.015220700152207,0.05575758038145118,0.05601898618854584,0.00896856348041819,0.007873994963599529,0.022582728363893523,0.034873947492132906,-0.010348738910792576,0.0,0.018822771925671722,0.040268465324587055,0.0170588773839615,-0.0018692490996553568,0.015724800433694508,-0.007496264016829901,0.012859479683480446,0.04294479424963615,0.05185182867810756,-0.0009302345868436035,0.0029315266892826486,0.037230547302525174,0.029417785784474182,0.00018266471038530518
2015-03-18,0.014309313582285155,0.06860171357552702,0.04846241657153816,0.07082405784202339,0.05028092285925667,0.03943666817298941,0.03582743248627063,-0.001315841443339294,-0.02521016365179951,0.016693164157145945,0.04774772205016942,0.03543647363872093,0.04237288067101819,-0.023622077587913903,0.01942557950842083,0.058039928010747976,0.035230717891552965,0.031467248249097635,0.05700265163943774,-0.025641042361154165,0.03375524098343208,-0.043658902597010885,0.01634474490381166,0.04313733706430334,0.03283586168533614,0.013253009187215836,0.011647758286752463,0.06787323726682981,0.02795311325560057,0.03190597139457463,0.019361534278776737,0.03901432531897875,0.030172332667002477,-0.03035416096887822,0.057079289399194044,0.01662706031982264,0.030864150435836235,0.08333339993836564,0.038461480268341175,0.03195482939591332,0.0030947745657829984,0.010242125495486754,0.040185471406491535,0.04362802672521715,0.0383747365420779,0.022222321893683672,0.0023437502495236018,0.004976666868376833,0.008932246374314445,0.003098481585569912,0.0,0.03313788180380706,0.043010738140240035,0.022556354482213825,0.05617976895053434,0.018384090922303198,0.03474324175804133,0.027230267803859176,-0.005882300692582665,-0.014587475876308265,0.0349161781132985,0.014615192455714743,0.05415614927453194,0.024679327831361286,0.00018266471038530518
2015-03-19,0.0037981385602343654,-0.022839616442793087,-0.015111223856608125,-0.044509216365367976,-0.01818674216730176,-0.01680215680083419,0.0015305495733191066,0.04084316887880046,-0.028448189689433967,0.0003126989813595493,0.012897645490477672,-0.006677796327211993,-0.06504066490482452,0.0,-0.018226958837414653,-0.07104316276827982,-0.028795871812024587,-0.01730696098126505,-0.022142887115478516,-0.0263157234297543,0.022040853694993645,-0.014130479501799686,0.004385925775139299,0.0018796496963491283,0.005780341244511877,0.013476026902763616,0.007111469579768714,-0.004237284282951559,-0.021052657098321603,-0.017087065809503033,-0.0041067723606769135,0.0009880327669413713,-0.006136704050428654,0.012173931975145491,0.021739155849295644,-0.009462602599217163,-0.002035883465424604,-0.04835170209251982,-0.007936476550202909,-0.004189392431265149,-0.0019283125268301227,-0.010138287878723395,-0.04903417533432397,-0.04400446265016955,-0.03043475421480002,-0.021739225819796704,0.007404510819732035,0.004333004756978065,-0.012877251103096121,0.01737439243764971,0.0,-0.006528520797757786,-0.012371136835953589,0.010181012560451563,-0.007092097065115932,0.0023753513644384494,0.010218927273558664,-0.0016263290254285856,0.013806645454467636,-0.022460466086290043,0.022942020900084126,-0.00480147579462975,-0.05256870528512181,-0.011101191631409435,0.00018266471038530518
2015-03-20,0.009189193313186239,0.01010747271974588,0.027075854106146213,0.042229048746169395,0.012258271525630082,0.015435439253519645,-0.0006112609112929324,0.03417727929402825,0.057675119816333886,-0.0034390520627640697,0.028013576501399573,0.004201680672268893,0.021739130434782705,-0.11290317194058397,0.055696208922817236,0.012584715914913502,0.03557938073048805,0.02567165364891455,0.01972245917016391,0.05945944366938116,0.05431304525870018,0.04410140289692155,0.03347889707494067,0.041275785283722666,0.05890802373059567,0.002346478946361863,0.012104948993584497,0.010638338885950116,-0.010752755322891105,0.005794676760456641,0.011340269331396646,-0.003948552681241502,0.008419864386114417,0.0034363627307554268,0.052848292085483584,0.020167488083753238,0.0008400070507581514,0.011547448212634093,0.04933340476057935,0.008048334384346267,0.03438954118461823,0.010242125495486754,0.006250000000000089,0.05408518869089263,0.0336323080906864,-0.013333478568891555,0.01779499413703589,0.017257243310555337,0.011822217695109494,0.00948770353159012,0.0,0.0,0.006263049459855008,0.06942887618936955,0.008928465098945626,0.023696682036039585,-0.0031792059451258847,0.010262306908652263,-0.01167314092180416,0.05744127432803303,-0.04045743109971012,0.00964936213911205,0.1223202788385016,0.01988067668877802,0.00018266471038530518
2015-03-23,0.009105520921223853,0.016260057864592614,-0.01405967873073144,0.0008353613186677933,-0.0024219915198052666,-0.0024429728654546956,0.003058057241222656,-0.029375798486043103,0.006711575960785865,-0.011764759869479002,0.029727549179001445,0.05439330543933063,0.005106418690782988,0.0,0.03916874763374523,0.032504794583932295,0.026027984790936376,0.008148973793727032,-0.0007163487718130357,0.008503352538192788,0.0015151862161113527,-0.010559680609579236,0.0028168987598808926,0.032432438936701,0.05291727942722613,-0.025751067851083276,0.0043188958294475555,0.0021053113435443027,0.005434762496351109,-0.003292178033653781,0.002548380984804366,-0.000991132357180069,-0.006401249768821393,-0.0085616062075492,-0.054106921749354275,-0.007398819534113588,0.01366910354474582,-0.01826474019386992,-0.0038120952547952003,0.0034475558579531995,-0.0164363289702526,0.001843316279233509,-0.02329192546583847,0.006550264259409522,0.011930548101024563,0.02252262685618578,0.0034207218073563084,0.025446840209014443,0.03344077090698505,-0.017293114354582473,0.0,0.006285657267200984,-0.005532497091720767,0.015706766024549346,0.03539834475450654,-0.00648154141317403,0.014786912627545501,-0.00032247285347286603,-0.015748016714081325,0.0064197116427950895,0.008249331089778877,-0.017202918463533168,0.014044944422215933,-0.001135335886235489,0.00018279737350113123
