Date,AALR3.SA,ABCB4.SA,ABEV3.SA,AGRO3.SA,ALPA4.SA,ALUP11.SA,AMAR3.SA,ANIM3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRPR3.SA,BRSR6.SA,CAML3.SA,CEAB3.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DIRR3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,ETER3.SA,EVEN3.SA,EZTC3.SA,FESA4.SA,FHER3.SA,FLRY3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,GRND3.SA,GUAR3.SA,HAPV3.SA,HCTR11.SA,HYPE3.SA,IRBR3.SA,ITSA4.SA,ITUB3.SA,ITUB4.SA,JHSF3.SA,KEPL3.SA,KLBN11.SA,KNIP11.SA,LEVE3.SA,LIGT3.SA,LOGG3.SA,LOGN3.SA,LREN3.SA,LUPA3.SA,MDIA3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NEOE3.SA,ODPV3.SA,OIBR3.SA,PETR3.SA,PETR4.SA,PNVL3.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,PTBL3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RANI3.SA,RAPT4.SA,RCSL3.SA,RENT3.SA,ROMI3.SA,SANB11.SA,SAPR11.SA,SAPR4.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,STBP3.SA,SUZB3.SA,TAEE11.SA,TASA4.SA,TEND3.SA,TOTS3.SA,UGPA3.SA,UNIP6.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VIVA3.SA,VIVR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2022-04-13,0.06292139815947273,0.006309180381216306,-0.01461795775685415,-0.01755503473986242,0.004835191663804972,-0.014329949214114235,-0.010563353559512212,-0.03427720085930175,0.022823369357984458,0.004181147341282276,0.004857090541294573,0.009708758803848028,0.010348012450734245,0.008945992134393732,0.032625139722690655,0.02298393627855666,0.013541578708426982,-0.0015466454972415944,-0.007547162794848794,-0.0031688408483789843,-0.016759776536312887,0.009259206113829244,-0.010964849676561195,0.02515720881319039,0.03427417607841576,-0.01792113010749863,0.019208082829432094,0.014824802781757462,-0.009425848839598183,0.023454152868777056,0.022939353356885572,-0.028093659580807784,0.0032467657125587746,0.011216625033068084,0.007874008357040552,-0.0038505544228107924,0.027218971026719663,0.03806738386327191,0.025073686459604394,-0.0058139019105275525,0.004842095626027998,-0.003139756721690423,0.022758615428003726,-0.006779654441774419,0.003554583902496411,0.002040357092327305,-0.08863199095865304,0.003328846974913091,0.0,-0.016393407744445643,0.011600174713923161,0.007698901267620073,-0.010277433967116778,0.0028846815140313176,-0.020676710059882142,-0.033057812294456035,0.0025451379941703323,0.012944965842208278,0.0009920805242149555,0.002233114223075594,0.0026830378833948565,0.0,0.0035749434614116282,-0.003048800546817554,0.0023633466918480117,0.01025207338683165,0.010193621153720356,0.004168268772098305,0.04855072949519057,0.017939015595167973,0.026476602541940286,0.0023219607425728483,0.01005027597371666,0.039260988288526866,-0.02072292564823275,0.0017652654808781865,-0.0032948896805450323,0.007853416430044113,0.002306747856212654,-0.010309246100348002,0.0,0.02456336083163735,0.02127034721297183,-0.001596129650085265,0.003861000306814244,0.024842111687911173,-0.02567690173209869,0.008928562875609058,0.023893194906909887,-0.012345639060477587,0.004333793879869763,0.022116882807737825,-0.003952565445193956,0.009463701028047833,-0.005863067361529195,0.014903122256704648,-0.0005699759953462502,0.005853699474799967,0.009756088483765968,0.005345485383803084,-0.0078968517235678,0.003232709186399063,0.0,0.005420577860324238,-0.008535513571607978,0.0016549426013128254,-0.0041667844775372664,0.018994422337077488,0.04031115141332986,-0.0037122625999731484,-0.003837313258598374,0.0003212892622301844,0.004850484423279289,0.01398598305850407,0.0,0.007164352316342493,0.005869707991219553,-0.012732083090782997,0.005467209656728089,0.0001698932326226199
2022-04-14,0.0015856599642987135,0.014420038126521373,-0.008766022596743972,0.02339179003549785,-0.007436573567586202,0.012573688080915302,-0.028469791229495223,-0.023148162797209215,-0.0504132719934236,0.005551694972461885,0.0008530735159557601,0.002828021946333248,-0.0023277202758296145,0.008481083609294782,0.0029390127011064138,-0.010642508822708785,-0.009249661166262357,0.00867418229810224,-0.034854258557791784,-0.009309714779491607,-0.012499999999999956,-0.0027522691762476015,-0.004434691075089092,-0.008179951522529372,0.004548393495101832,-0.007299263086460783,0.017976193149096042,0.007968141622293423,0.002162596680173934,0.01041670667904504,-0.033067234874366136,-0.011699949222734651,-0.009708713293337445,-0.005972651905735704,-0.0182291496894319,0.0020463882111108056,0.0,0.0011753464030204164,-0.01438847588157588,0.011046138564103636,-0.01068506864497043,0.01929137404220893,-0.021577862202999287,0.0,-0.0129870846379736,-0.008597309084977578,-0.0528541224084329,0.027869970649201825,0.0,-0.022222250050917047,-0.007757137396400493,0.0025467476507268216,0.00311523703163874,-0.020134231256231372,-0.001919405284070752,-0.05353130450701238,-0.016501592314125735,-0.028753954190148923,0.0009910972759099579,0.007130118110696415,0.006498444643238344,-0.019047675994156243,0.003760153291501478,-0.004368670231117311,-0.0008842122652090723,0.013530604158275228,-0.014127082926746692,-0.01698116086563972,0.0,0.0026246103854266067,-0.025793673695410413,-0.004633163461474021,-0.003316757661403824,0.02722220950656462,-0.02755909042550131,-0.02290750838267097,-0.006611563734210235,0.03809520113568987,0.006904536537854833,-0.005681857692471315,0.07594936708860756,-0.07432074713597947,-0.09545846879352504,-0.02478020894843802,0.023076993614966845,0.023007373148386856,-0.002395838159967023,-0.02433631282712001,-0.017844837381834733,-0.006249979521547155,-0.007551310144748635,-0.020092680343025027,0.03968250213867153,-0.003124993009789856,-0.00815263368361363,-0.024229040794838008,-0.004847395791976572,-0.008244426254847115,-0.007246312545574507,-0.00984639645568186,0.007959708360251616,0.0002148686658303145,-0.01874161585244216,-0.003346352521139684,0.003624826679305082,0.01197848844736793,-0.040446252413567696,-0.04057016339933872,0.021074127723506697,0.0028197650366241778,-0.004622455166284678,-0.01402575124825145,0.019308127630022653,-0.0018148543900243785,-0.009708763230506401,0.005803095917573886,-0.008292397001713692,-0.07092958901301627,-0.005137778082238698,0.0001698932326226199
2022-04-18,0.04327174996361438,0.04573548005494876,0.0006802876878633235,0.039999946715339796,-0.022917604474409492,-0.004268536663707745,-0.0036629478723699815,-0.022116882807737714,-0.010879025456049685,0.0020704407949891923,0.03693179570692684,0.01917657852388399,0.017732184083485425,0.02370033802942606,0.004395635259597075,0.005976080328708333,0.0207468674421436,-0.02057745563217883,0.0013132277324241493,0.005042342439148584,0.05178365937859608,0.020239215211131922,-0.008908677926962594,0.02061853744307318,0.007761956519699353,0.0,0.013956076765919034,-0.007905152249622627,-0.0008632049071132242,-0.0020618372905791826,-0.027122661932883374,-0.002089101163167628,0.0026143765591093437,0.0017166901479086505,-0.026525173776789313,0.0009076677060209093,-0.021428577706874785,-0.018548976583634524,-0.013138638978646866,-0.042416502781989274,0.011224031461153361,-0.011201247166201855,0.008270150493879802,0.0,-0.009569369257348859,0.007759017684978442,0.037946445439771104,0.025177485968981506,0.0,0.0056817672427995625,0.0023792429635436374,0.002540197451759596,0.008281565731855123,-0.01272016742116111,-0.0019230964856270516,-0.07319388946399441,-0.0020650962206631984,0.009868407123062584,0.005940580851939048,0.003097365466194546,0.00569693824829387,0.016181291949422194,0.04376970478889697,-0.021061849366257213,0.0034415547101123156,0.0262828967349793,-0.009211888267249058,0.004990444219679091,-0.024533551441567325,-0.011593128077882375,-0.010183241436159784,0.02404960881967444,-0.01996670304724868,-0.0037858137204285214,-0.02429146063873,0.0063119651813425826,0.008319419632868641,0.027522929942081165,-0.009714290073939758,-0.008571443103608578,-0.0117647058823529,-0.018129527140006707,-0.01758877954453708,0.00655737089809616,0.003759394789693671,-0.0024096171430353364,0.014889503865816556,0.03401362824433085,-0.006988146648314708,-0.008086328550372612,-0.01902176025684521,0.0031545710481331035,0.004771010774700324,0.021943614184153803,0.0022735232304018638,0.026335599656290842,0.011174767123125928,-0.005379002750499184,-0.017031671383796465,-0.0013921976237804001,0.037406493141376895,0.0,-0.005457020773446786,-0.02816642639505773,0.0094808575818488,0.03918372387232938,-0.03197670652806317,-0.025142887660435265,-0.008655133853456176,0.0005020904521140235,-0.005417933003936781,-0.016505556558926715,-0.004735558260130723,-0.005090886896306768,0.0,-0.0052112187173344315,-0.01176838207931119,0.0011566540980967321,-0.004260556712743835,0.0001698932326226199
2022-04-19,-0.0005058284598020713,0.014775488752232446,-0.004078886435153084,-0.019230686376557893,0.0031574061607273496,-0.0027279556169163,0.02941173583166079,0.021001633802777864,0.03255608385486841,0.0013773762712701032,-0.03534249083636554,-0.01809634743055022,-0.012975699074986635,-0.028379395421779363,-0.0211524406306437,0.026138607818301463,0.027438973567327274,-0.02383192986602989,0.0026229483182313995,-0.001140233496018328,-0.01094091903719907,-0.019837715419460222,0.01910113298656735,-0.022222153720360738,-0.058408133527359185,0.05514700565113384,-0.012078660775459382,-0.023904298181321115,-0.02030234648376772,-0.04269978097017835,0.0044444691051135354,0.011165344178713399,0.0006519053965035049,0.02656401984294643,0.017711121921152095,-0.012242142553963609,-0.04403114416842657,-0.0332535745219833,0.03920116235401805,-0.002013404948942532,-0.005863848781086367,-0.013671878496591683,0.0157210895719202,-0.0017065236610904755,0.015700497419493198,0.046648581983899984,0.0032257776726798415,-0.0018891162689510521,0.0,0.04519780028943554,0.026449707782722154,0.03124998993164807,0.006160207497603487,0.02081268929347946,0.021194625025296565,0.07487182617187504,-0.020175860899520615,-0.01954394662404768,-0.01082672867217449,-0.012792293712440728,-0.017749247645321153,0.06210188749300971,0.003400153589492305,0.006723365389841973,0.0008818847153291287,0.03699186790302944,-0.05991734560131523,0.017952609162558808,-0.03471482671369164,-0.006810396905346461,-0.008230444599618192,-0.009848493660558288,0.008488915675598507,0.03583061046028502,0.004149354474661582,-0.008064529912046647,-0.010726082150859795,0.03896108017862199,-0.0023080789587307526,0.005763729154291575,0.0714285714285714,0.017291915916109346,0.030273448110771817,0.017100980676989286,0.011235944019676314,-0.007246389052740332,-0.0023662678204636745,-0.012061366015083341,-0.01196341138899204,0.019021767693342406,-0.0027700409514637148,-0.015723255115296708,0.025641069763587376,-0.003067477657896611,0.018146928379981775,0.04618768087484204,-0.004533857842483391,-0.024582104043710307,-0.01980196150035629,-0.0384385648350396,0.002403885960080343,0.0019329929109392907,0.0329218448849371,0.0074856663295186365,-0.012745967783210577,0.0251374467197214,0.025525467880255448,0.05539271538142554,-0.02417734063471666,0.04466520025310605,0.01945525234073231,-0.03190901401552715,0.017446459504333545,0.012792341605017077,0.019607894869751785,-0.010289976224694408,-0.01692256379695678,0.013864805229507171,-0.005445728560685259,0.0001698932326226199
2022-04-20,-0.005566832443189007,0.006406487130127259,0.005460745787656318,0.012449352564092742,-0.02383096637140214,0.00039078593666963535,-0.025000027247837564,-0.022151952455715107,0.022582049516462366,0.010316342429423031,-0.0014200294905033495,-0.003099766873030041,-0.003576887885324398,0.02843965250190328,0.00447089907610132,0.013122352550760441,-0.017804090763008373,-0.018952722812239475,-0.03466316117027379,-0.05502282852491314,0.005530973451327359,-0.0009199842674443293,-0.005512595230744988,-0.018595072262501566,0.004089919113491547,-0.0731706648439413,0.0034120771347663226,0.0,0.0022045518689493004,0.016546798721061018,-0.04102978409980207,-0.004830836219064216,-0.0019544420781724137,0.011685994845512582,0.022757708309063318,0.012164305324974256,0.03940892485102476,0.046028226116676896,-0.009964437111899538,-0.012104929829258926,0.006319764679713291,0.007920815741015996,-0.024899050747476004,-0.013675200856448466,-0.0011890878791054327,-0.01557769800275599,-0.0010718359017802825,0.0,0.0,-0.04324329832776097,-0.040303936478371605,-0.037674040680575116,0.0,-0.022330144820534747,-0.009433962264150941,0.027671696679743008,-0.002111980696907323,-0.02657813702848344,0.00099492632645104,0.0008937011273308926,0.006535921351472407,-0.00749628038424921,0.01600147704616184,-0.012021290597941658,-0.0020559926153077557,-0.013328094247679778,-0.031868126340252934,-0.0007504862307676774,0.0055045731570742,-0.010285724607714375,-0.045643207301583555,-0.012241763668553896,-0.05555555555555558,0.0005241210126740725,-0.005681749500082489,0.010840098361988959,0.0,0.046874954598025154,-0.0005783822066114386,-0.002865395022002337,-0.011111111111111072,0.011812153795057956,0.0047393244972568915,-0.01921535432475663,0.0,0.042173597808699226,0.0,-0.025527246400435244,0.008547000419168338,-0.0022222087040650873,0.046111106872558594,0.05431304525870018,0.008333347314669615,-0.01538466824350615,-0.0032562189946852005,-0.01962165823780715,-0.0025619171605882896,0.004536297978614323,0.0,-0.019262641439307115,0.01358907366428097,-0.0008574686863654923,-0.003984091497005848,-0.00952562362376752,0.009739530924449236,-0.10727967469897726,-0.030746650585512403,-0.01888354685292759,-0.005505844815985816,0.010664908813433183,-0.0633587709569925,-0.026003635622276366,-0.003897147845319915,-0.00938283399940254,-0.03846154557038339,-0.0022684828567220983,0.0015938551393985811,-0.02336181568294926,-0.006196928478927832,0.0001698932326226199
2022-04-22,0.005597995546413603,-0.01793983773352581,0.0013578043710269494,-0.015677784834648767,-0.030400731241124412,-0.006640598187699576,-0.062271022091569206,-0.07119742223985548,-0.02624996503194177,-0.022464256850403763,-0.02076221687725799,-0.014925358971198954,-0.014359009571564552,-0.013826638119160406,-0.031157206000168136,-0.032380966913132414,-0.039274957838568825,-0.03765558256071355,-0.01693766911404304,-0.026334867568529097,-0.01980198019801982,-0.007366475712259013,-0.017738447113792577,-0.058947412591231485,-0.006788875767381186,-0.05263161668675442,-0.010767952911784562,0.01632649326507085,-0.024637020555227318,-0.00212312333533049,-0.07676174127488011,-0.0471567242515879,-0.02545687972697519,-0.04042897875621598,-0.023560187367048124,-0.007029423340584984,-0.049526069071149204,-0.039744506434402416,-0.015097055388253122,-0.03675969892974884,-0.007536123234285097,-0.01060907627480967,-0.0379572256330285,-0.024263408483255366,-0.026190395636349395,-0.03274728963663287,-0.08422745419702671,-0.015141917109249725,0.0,-0.039548017366136,-0.026850321453511072,-0.02638301443546376,-0.03163269526359602,-0.04468717208565831,-0.03523811461433535,-0.011142033261327566,0.0,-0.006825929283866383,-0.014910446918557252,-0.019196434007311414,-0.01948052156209612,-0.0347432058987206,-0.028534423614397064,-0.0022533359668898134,0.0003924351555733008,-0.00874056951204738,-0.015891071129919943,-0.03867813788046792,-0.025182501593575934,-0.03695146683739914,0.01739128812274293,-0.00929511130731242,-0.010695140902027389,-0.04714508178818777,-0.025974154092913038,-0.03574616921626117,-0.018765590666431464,-0.011194001701525846,0.02314812515252984,-0.018199194254787998,-0.0449438202247191,-0.049829158690868014,-0.038993704429811316,-0.010612254240074948,-0.014814800424667651,-0.04747086320956151,-0.014231462910167081,-0.03416858768324149,-0.00847456828052251,0.0022271579137664865,-0.02867758950433552,-0.0015151139680561476,-0.03213961161023571,-0.003124993009789856,-0.03885835441209495,-0.02358824496362555,-0.031392758563853596,-0.0070245553188516,-0.0075757502779744135,-0.020063294168032653,-0.013012585771369656,-0.012014618450072345,-0.026666641235351562,-0.008078514523621072,-0.009197031073779893,-0.03991419288663245,-0.07099702619394754,-0.014718381851500428,-0.017993095661850922,-0.03667650232153863,-0.02689493602843085,-0.057962581840665495,-0.04851332014502596,-0.03752279264181746,-0.04000000768892675,-0.0009473141003587537,-0.0035009742229299423,-0.049591511341268935,-0.028562932904218852,0.0001698932326226199
2022-04-25,0.0015182533551623134,-0.002357181441105638,0.02508473800400557,0.011242992042627353,0.0057007526642625095,0.01454971503471958,-0.007812529685906622,0.0452962089284521,0.007702113451573789,-0.016713076382739778,0.007842011483313316,-0.005050500185316276,-0.006243441007897865,-0.0007578079150272199,0.009953993613303291,-0.011023574153623428,0.013626846431943562,-0.018373563096054535,-0.03652658017127752,0.02431760696747376,0.002244668911335568,0.010204138504300797,-0.00790064306283178,0.004474268873658316,0.028708152419927524,0.035714251924804374,0.012317396363656918,0.009370726335688362,-0.007216952948195687,0.0,-0.026351654596757812,0.016011601366574757,0.0,0.0,0.012064363555988056,0.015071930431910241,0.0,0.0,0.024087586007328188,0.012720869966671877,0.014553862664621997,0.023034177763624708,0.036585383374008185,0.01243333808194258,0.02200480987605502,0.0284026368478274,0.01874632106298435,0.0012811726639800902,0.0,0.011764721481830165,-0.02016272625344606,-0.018356647364486722,-0.01896726615834854,0.008316000484173136,0.002961480469101163,-0.012488280103799876,-0.006613756747245958,0.0,-0.003027297007019425,0.003186183857247782,-0.0038955535258551333,0.009389662603004112,0.02422281995275255,0.0009033889357077385,0.0002941922029788824,0.0252504636779165,0.07843140705789375,0.021093710942660104,0.0,-0.0007994016688568362,-0.023504201006839698,-0.008991381662326714,-0.01981986788371437,-0.030236455649322203,-0.011199976919920362,0.01946246884980596,0.0021249143902033474,0.002264130790278651,-0.003959258688684852,0.006829238519435954,-0.02352941176470591,-0.006892404842619437,-0.014725093699439418,0.006600653833452208,0.018796973948468798,0.008986978137950796,0.001443637069567183,-0.0011791598758603694,0.019230801887269777,0.018666694173177678,0.0,0.006069796802253391,0.005692639452927528,0.015673946020699825,-0.009838971288836484,0.019765751917363517,-0.009133693905037377,0.010611373156020898,0.020356275003996283,0.006896544920278691,-0.006392323176949377,-0.01954392456226861,0.01232872238345406,0.003490407334515666,0.019017436889514627,0.01788116818517449,0.06504064654351138,-0.005170936457184139,-0.00634243844784832,0.036691317705784376,0.0192630237850695,-0.01702915064209254,0.0,-0.0026494963899348356,0.03124998122820588,0.017447411182047512,-0.003193880011991168,0.025168804442564863,-0.003538054340193386,0.0001698932326226199
2022-04-26,-0.005053076141662283,-0.017129283526659767,-0.024470892087272045,0.04169235421830919,-0.039206420440002,0.00852714628746054,-0.05118107309388098,-0.011666695276896122,-0.04033965547208218,-0.036118996672473536,-0.022478460427793556,-0.03807108964187478,-0.04293192033753879,-0.011376607313672737,-0.005307027827986088,-0.050557341374771636,-0.0031023508515513054,-0.018370907439776873,-0.038626607978174965,-0.018410812597076998,0.014557670772676445,-0.02571172431754709,0.00341293891938399,-0.008908677926962594,0.003322263761377009,-0.015325656498372697,0.018392799181448538,0.003978850314813709,-0.016356229287047608,0.0,-0.0629958171836178,-0.06160459032765242,-0.05157404166272761,-0.01977650332370917,-0.03443711553820894,-0.035995551436578954,-0.014210912145364407,-0.032766736291078624,-0.030648564482217755,-0.029309147140966885,0.0068607451460156454,0.017080736938607677,-0.0692041531626052,-0.017543843505051004,-0.031698492886513274,-0.020989769851365914,-0.042553179821194,-0.01215611691680274,0.0,-0.04069766818454701,-0.038989110978792096,-0.0356188454884494,-0.013963491791794125,-0.027835000968913448,-0.022637776157560463,0.0013311723123123897,-0.020772271508518236,-0.03436421411477497,-0.042510145730329185,-0.03039926890738298,-0.03402431692695507,-0.02635652782696063,0.015642496794002536,-0.02978341264265738,0.0001960455202589806,0.024628656289832795,0.01497319614295356,-0.016067333056643762,-0.020965911087130196,-0.021600022021485032,0.02188181638431197,-0.01143987815240144,-0.04779408594931456,-0.03798186504967327,-0.0010787168422090598,-0.02545452117919922,-0.016539414372786054,-0.015813256202527715,-0.022714452698188836,-0.014534847186623678,-0.048192771084337394,-0.0015087277604526328,-0.0016606158550521721,-0.010655747251913206,-0.011070099987999904,0.024696303002475606,-0.012494004591751762,-0.031877266735717,-0.016771538627174176,-0.02486918301361518,-0.026790686382678564,-0.01508294161485113,-0.039622647281047585,-0.09259256477238653,-0.0390243919327834,-0.047379775716389516,-0.045495169354744514,-0.002499961853027366,-0.007481348652370268,-0.012200335614966362,0.0705668917023623,0.0004428935191718164,-0.01759129092725986,-0.020289840329672404,0.009997795594766101,0.014053565350460984,-0.03664129368593183,-0.06497256513432903,-0.05673760064476496,0.0026177929954858126,-0.04108463408919405,-0.013657078983912885,0.0016448298041156217,-0.018975331793604777,-0.04040404922971419,0.0,-0.03941043185894444,-0.006586862594382348,-0.022333649546008916,0.0001698932326226199
2022-04-27,-0.004062972145058019,-0.005408634537096835,-0.00474574202198097,0.016898894235396256,-0.020648971147648076,0.008455048849057123,-0.024896280994711528,-0.03035410346530354,-0.031858460555313606,-0.0073474967169708805,0.0044222150346764355,0.0,0.006017434292729051,0.00038359144606436857,0.02134144324798215,-0.0004192968017562304,0.004149373488428809,0.035663850274208375,0.03720238211389448,0.011845990543279061,0.004415011037527616,0.02073518135227781,0.005668956061779085,-0.02471902503191592,0.017880798165596845,0.01167314092180427,0.01667125440786177,0.015852012181728936,-0.0036951466566116364,0.013475147180350255,0.04581673704130895,0.023664120795605426,0.013418116956571913,0.017543872912574754,-0.005486963245862619,-0.0014001764464468547,0.016186124806009117,0.020122286023992242,-0.008823590872607756,-0.012221429055268684,0.006607468362745728,0.00648857629671129,0.03345723536405942,-0.007142850452539706,-0.007412034297402448,-0.004513670881084897,0.02582584474639993,0.004533705482851813,0.0,-0.024242393758397873,0.06010522700779597,0.05078487484851735,-0.01416123203913433,-0.001060469624412086,-0.05840884274247615,0.0041781640072817705,0.007070936042871567,-0.007117427629978024,-0.0063424809574557095,-0.014506327925834839,-0.008097158770057455,0.04140123301884602,0.04290422256345128,-0.005116298722989243,-0.001960370072760398,0.019458203788899064,-0.017913601727507222,-0.010497611105100169,0.011089901329170315,0.00286183407503926,-0.025695906552171244,0.01755788281861692,-0.015444053139598735,0.024160274838046725,0.048056186994168026,-0.0037313396321504433,0.012074116983553207,0.002295385412854234,0.06043003898040067,0.02163227781498489,0.012658227848101333,0.0030220149187056844,0.0,-0.018226952685742925,0.007462679264300887,0.011062848382208834,-0.013625245240492023,0.036585389964996606,-0.00426435445940021,-0.008948491854639418,-0.0073033239516064885,0.09494638064908711,0.046168889908140054,0.01700676462737083,0.00958828391500477,-0.020346568337596183,-0.004049818284926343,0.005513719237909553,0.015075362435176265,0.0006500276989167553,0.023849832531556814,0.045605522621147365,0.0027548182225876072,-0.001972431702436217,0.0063792547595187266,0.017323499752209814,-0.04120439960435829,0.00617667561278723,0.012030063542673552,0.012323714973729194,0.011139684112341675,0.05346151498647833,0.020525379623730133,-0.007350117263201894,0.0,-0.034110005200502336,0.055036679243631204,0.010247141333957543,0.010497814495485702,0.0001698932326226199
2022-04-28,-0.0005099555619879625,0.004229605121340407,0.0020435784977888005,-0.0011662074757169405,0.011044142194372109,0.001143235129746456,-0.004255335381690539,-0.005217427792756468,0.01508226400199253,0.00518132447359787,-0.0017611204528461544,-0.009234788328334687,-0.009244158887228515,-0.007285296572601241,-0.03507457662196878,0.012164387849101121,0.020661136669406943,0.021479685046211117,0.003586814364415325,-0.0060975609756097615,-0.009890109890109855,0.0073868812806674455,-0.007891735707706404,0.009216580748085068,-0.001951773074633456,-0.015384601277006582,-0.003826165320158781,-0.009102705654415288,-0.010199319261338768,0.009097278851501134,0.022380919683547162,-0.0059656742504428095,0.020209056037901352,0.041379390621041345,0.0013793419147360986,-0.007244715275958935,0.011946230427840376,0.004744130961940929,0.06528190981636528,0.008005866971176223,-0.015794881184895804,-0.012893419769823389,0.019424493897376216,-0.010791356726084111,0.013690182008776475,0.03785985368028766,-0.001756480490604062,-0.019342342867508577,0.0,0.0062111880297979205,0.029057379900696567,0.031634415910103186,-0.004419885194475226,-0.006369471245302294,-0.018181839941232125,0.005862910133163313,0.030245821860739985,0.0035842242718535644,-0.005319178511603684,-0.00854705026992153,-0.008163257965888238,0.027522909692437203,0.014416276847241116,-0.007480124115523901,0.004812393097997969,-0.13922161199235028,0.05686702832617474,0.005893894461044713,0.029500709664969538,-0.005707249173810047,0.015384547668098714,-0.029019598867379037,0.015686313397270668,0.032796411374953705,-0.022668749404569644,0.005617927362165487,0.009799806404514388,0.012213728454423034,0.041095890410958846,-0.02406159689500542,0.0,0.007231144573584203,0.006653385445533733,0.011814294104779854,-0.0037037001061669406,0.0269636783877798,0.015786861746303282,0.05529414906221275,-0.01427550364009511,-0.005869074572961597,-0.01641204947794017,-0.030769267705513692,0.03380287542219129,0.013377992716005815,0.016759794877651002,0.07615373366460276,-0.00594302880168085,0.015453707953349216,0.009900980750178201,0.002598504354520692,0.008070386621523706,0.0023290411056047233,-0.019230815836259407,0.007509902758388032,-0.014426226172942314,0.015325655782832515,0.014876052883544988,0.016881498040196563,0.02303123467593804,-0.0013411457453991193,0.04067792665064651,0.024704865821258748,0.10217214297212873,0.0046765720945824985,-0.01052634347813064,0.010999608224257607,-0.015807777845918913,0.003579920353401267,0.00521266769700679,0.0001698932326226199
2022-04-29,-0.009693904610188042,-0.04933819727628552,-0.01291635485320064,-0.007880813085058058,-0.026812265369593802,0.0003806704356932311,-0.004273520645296847,-0.029720210785373347,-0.010805933408883028,-0.020618537153480165,-0.023228378118733906,-0.0073236089879546995,-0.013172326024307512,-0.01776744284731724,0.015467888982576339,-0.0430998360691891,-0.052631624670087085,-0.022363090434557198,-0.02930663717797477,-0.013006105013420255,-0.008879023307436174,-0.033913830498067954,-0.025000029802321744,0.0,-0.04367669821022491,-0.042968709982232234,-0.008230431571501384,-0.0236220886452706,-0.01639346019747623,-0.05270459257009674,-0.01863063024326561,-0.005251302284334902,-0.033469994077969245,-0.04801332456888019,-0.04820941741535356,-0.01365343744367864,-0.004426962760729958,-0.0022365842155531723,-0.010445656136246817,-0.009386289592803854,-0.007086289200327944,-0.014982734322787072,-0.029640089910556555,-0.027272744612260258,-0.03867409654438558,-0.0026212087174417587,-0.020527770661732503,-0.05193955142304696,0.0,-0.030864236572243464,-0.036845755276370684,-0.032367983121751376,0.04883458037801902,-0.01495720029739156,-0.04466226603328105,0.008084991897578941,-0.019135080674594462,-0.01071427046729645,-0.014973271199148042,-0.03831414159592417,-0.017695392453011993,-0.023809501846360326,-0.007625593711897416,-0.023080500591080466,0.0005865036596635065,0.07608699037770039,-0.09340101935678014,-0.06523437700816426,-0.03085966839741161,-0.026240323030874646,-0.006493448855910744,-0.044022622880125706,-0.057915041803236034,0.011141997052376063,-0.011597320876299944,-0.039106153188513404,0.04008433860797034,0.005279011584913285,-0.011578911229183753,0.000986121781948901,-0.025000000000000022,0.0002990823045745383,0.0006609536553996431,-0.03502919802431126,-0.00743493698925024,0.015981737645363703,-0.011656132556560395,-0.005574157106622346,-0.03910209597720016,-0.04950044095960737,-0.058112679534137235,-0.07070703943085599,-0.03088103047409474,-0.00990106213953812,-0.030402975605599125,-0.04360253178896589,-0.0009440115165924023,-0.029455098514974187,-0.044117605809933624,-0.0382289522015129,-0.03729984889675386,-0.019645126788723544,-0.007002761181046813,-0.026873262930293573,-0.017742276210984453,-0.0029350296990978686,-0.05211726177666898,-0.03501363469248853,-0.05083520259033725,-0.008161198009144166,-0.07899017381491402,-0.010807554224428473,-0.002919731926555924,-0.013188523798760676,0.13829793325315864,0.015270075326983434,-0.03308701596738206,-0.041617055189734686,-0.018586413631856202,0.0001698932326226199
