Date,ABEV3.SA,ALUP11.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,BRSR6.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,FNOR11.SA,GFSA3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MDIA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MYPK3.SA,NATU3.SA,ODPV3.SA,OIBR4.SA,PETR3.SA,PETR4.SA,POMO4.SA,PPLA11.SA,PSSA3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SAPR4.SA,SBSP3.SA,SMTO3.SA,TAEE11.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VLID3.SA,WEGE3.SA,YDUQ3.SA,^BVSP,CDI
2016-10-14,0.015600683907987856,0.005247799587799751,0.0,0.0062535879692600105,0.026086951277267678,0.007011651912057992,0.008119559606838633,0.020388384333099863,0.01951220989222824,0.03269244923087933,-0.0048851261232617516,0.037347543856116605,0.04377684511428126,0.00783877823210477,0.014790967164963087,0.003731270402481446,0.009428356246458103,-0.0007232106949839334,-0.012198803052143825,0.03441297051109693,-0.0049484035903959445,0.00558143438294878,-0.008733660818821987,0.0012690040481537768,-0.0037770487219105364,0.006428278478731286,0.029247916875725588,0.009306677829113097,-0.000382012247920005,0.018843439801490947,-0.00650003812724631,-0.09999997764825852,0.0,0.008546976177884247,0.02150535566956502,0.012685769464807262,0.01598176208345592,0.019010448079013642,-0.011976036619723573,0.005747121902173635,0.012317153372850553,0.008983780654344242,0.028022408724823755,0.011686118579101512,0.0041736134948267,-0.030579409309027805,0.026265820053368305,-0.006504144226696762,-0.0035087719298245723,0.02285712105887283,0.03172588786411934,0.0,0.006769156933221332,0.004878036374968309,0.018700840247159345,0.004223691094900728,0.009202445238506662,-0.019230767765748724,0.01757392453374229,0.0011681397649982994,-0.01771334140337366,-0.008819805105430234,-0.016355158304146022,-0.010999957663735516,-0.008471089821791344,0.0028168987598808926,0.015211293395136494,-0.023154342232145075,-0.023542553528610233,0.0005266050027574742,0.010602267707259694,0.00020292229727791877
2016-10-17,0.0015360357522868906,-0.0034802900442896245,0.0,0.005649631214956097,0.058551637572006765,0.010610129987429717,0.019974168344679244,0.012369152589762678,-0.014353984832247146,0.0009309411375724164,-0.011818216924636138,0.020573158979334316,0.026315764707210976,0.0,0.00760455561405049,0.002065309636514856,0.02320978680682484,0.006031362977042987,0.012048268563904285,0.007827780980020682,-0.0012433249447582062,-0.018501457463083515,0.0022026258388119224,0.015209171663736809,0.009004659406643523,0.009181694873853896,0.035182710903820746,0.0,0.014332074251639515,-0.001275606587682665,0.014091678568193045,0.11111108351636934,0.0,0.010593180560457105,0.01052630588288439,0.0007157677177085375,0.008988562197984384,0.02197793642445167,-0.006060663859049464,0.0005713496718269262,0.011406858349635396,0.042840510181667346,-0.01077149177167247,-0.021452145083936225,0.01995022037030303,0.004427181854644857,0.01911806740827604,-0.001636573959811094,-0.007042253521126751,0.028491633505616232,0.03936035551288852,0.026392963323290664,-0.01283616922274966,-0.0012944663000812318,-0.041062818847404925,0.015228449031676083,-0.0030395108143480565,-0.009803959644516524,0.021482763058946697,0.05134201867076582,0.03213113253233857,-0.008251096085198362,-0.0023752607540488135,0.00775196651358101,0.021708632150803986,0.005617972260667514,0.012208618632953971,-0.03297835717290676,0.01836954710005423,0.0005263278358860202,0.015040393737756341,0.00020292229727791877
2016-10-18,0.0046012349205120096,-0.010477271853084447,0.0,0.001685431951408356,0.02074234731875224,0.02493440216796805,0.02432088870342919,0.011904735584534532,-0.0048544662944915995,0.05767467513516933,-0.001471875216362828,-0.0010799382974792104,0.02964750423116569,-0.005555486455687153,0.04276731581699478,0.005358580360268705,0.029045764693681475,0.04988004744129415,0.008035728046480672,0.03009703497105143,0.02489630221714867,0.02073518135227781,0.0164836523232188,0.01398246048919094,0.061531293077851545,0.03718348897061352,0.03594772443649541,-0.01337021054923937,-0.00508673450298458,0.022988621137437493,0.004962707669526001,-0.09999997764825852,0.023952086136248774,0.05031446738926104,0.046875018432426474,0.016094448414676776,0.013363182676854546,0.013903534442258447,0.0073170666181208155,0.002855565126128168,0.015413556390994065,0.003989053589086966,0.011111084525464054,0.005059034332419499,0.026894821001139935,0.0038568033427055504,0.013615757135475137,0.02295079796393029,-0.007092198581560294,0.02064101419146125,0.030769258550367606,0.005714255507735411,0.02105259400732784,0.008749142743842642,-0.002518949292104611,-0.0014285768937092325,0.04573173679141074,0.0148515433989167,0.04371134105078611,-0.002219912657820622,0.005082587348752554,0.0032626864437259595,-0.02285712105887272,0.0033444102507327322,0.006168678571440767,0.01955312099250328,0.029057055553516342,0.0021314434010242245,0.007328101344696636,0.044187277352668364,0.017321679213984975,0.00020292229727791877
2016-10-19,0.0015267525306827956,0.02647058155378179,0.0,0.022433998902285035,-0.018538273246296533,-0.006722177036679766,-0.007092145376533909,0.0009288729010159535,-0.004877957850969672,-0.007915591766197938,-0.018057898312764387,-0.0010811058250633776,0.0,-0.0011172613317599334,0.01930034356433774,-0.0036900432488772283,-0.005376246888468494,-0.038830447593481865,-0.023029249757336778,-0.02733270228435114,-0.019028342432773626,-0.0027700584656076277,-0.006486539074404107,-0.010342235468090655,-0.026548646416097776,-0.023264634591055877,-0.013880142696148567,-0.00700938568955678,-0.004733966487527441,0.0205992558008512,-0.017283952590315566,0.22222216703273845,0.06432746001156087,0.01297412358678085,0.007462738793704071,-0.00035199679463382427,-0.006593407245677141,-0.0162777926339851,-0.016343779385236124,-0.0034168315588712916,-0.0018512553238961837,-0.017844678481326093,0.01087891084109116,-0.025167846661762194,0.0007935990558070039,-0.024698265534851882,-0.01791040221257001,-0.020833398127914293,-0.021428571428571463,0.010643898129113483,0.011481100003646105,-0.031249972268892034,0.002425714361209863,0.009637043125503064,0.010101049022522401,-0.0164521019481626,-0.030612249862944085,0.017561012560971978,-0.017779537812866897,0.046718622304145585,0.01106195917261088,0.025528419308546102,0.018518477207091433,-0.003999914944337379,-0.013487777593407024,0.008219170029021727,-0.007991455240920375,0.00815315504873304,-0.007274790939430953,0.007556655700132975,-0.004327239660092186,0.00020292229727791877
2016-10-20,-0.0015244251107870976,0.0074498303112309205,0.0,0.020296316012659465,0.020704674195693773,0.005478522535677488,0.014596297396125113,0.0,-0.008823592336265618,0.029255226960904768,0.008819665654041797,0.01731607003877933,-0.011673195933978087,-0.01006735461246,-0.023668617015333404,-0.0020575818366401766,0.004864847339922429,0.009505648616356499,-0.0027198307975943026,-0.012596910686549445,-0.01774664613707755,-0.004629647208502563,-0.009793333451709296,0.00746447687796592,0.0,0.00819988596125909,-0.008317345712672619,-0.002823509584060413,0.019786996880178487,0.0018348242458676722,-0.021859323705986977,0.0,0.07142854496211037,0.00788174353979021,0.02469133331433837,-0.004577435299744859,0.00442475430562661,0.0030335995978345576,-0.008000024789663884,-0.012571485952956984,0.0014837301797359093,-0.001987243370914493,0.00010896048153719029,0.0,-0.0071371437532210535,-0.020821575154492455,-0.007598783842102663,0.0024550326323267146,0.0,-0.0015798150082727558,0.006810381734918547,0.002932394895564183,-0.004839689019261906,0.0025453363960954434,0.04300003051757817,0.003636341603175719,0.03007515885668366,0.021092884211895147,0.00442478866215823,0.03081840702255101,0.00375119850240635,-0.001109842871906408,0.023923445412730615,0.006358728819704229,0.0,0.010869554654186597,0.025778706799246764,-0.0189873830365499,0.011274141840671659,-0.021000003814697243,0.0052278524863791365,0.00019963998671879146
2016-10-21,0.005089078036186079,0.014789603537476381,0.0,0.0,0.012455529420580813,-0.00865374516146522,-0.009488799903417333,-0.008660766413108645,0.0029673804003813586,0.04048244295212311,-0.005952337912637717,0.0,0.00787404590327423,-0.01581905773704184,0.003030256791548336,0.0008247611448937153,-0.0075311530571147145,0.020009470291383336,0.01484844901344995,0.0009813767707200771,0.008403406285436343,-0.007441853368005069,0.005494621512105224,0.004198616759985008,0.024999924110718608,0.020139444767999226,0.01032257080078125,0.005191091333575981,0.008768686676966952,0.007936507936507908,0.012843641446680376,0.09090907243657687,-0.020512813418903986,0.040078168185402996,0.06746981362331783,0.004598484565319527,-0.007709338809144817,-0.001649709801638477,0.00434239526697322,0.018518573166745433,-0.0037036735863207326,-0.011520429234014862,0.011087010644477813,0.01893281170387784,-0.0031949312776825556,-0.025862097815414264,0.010719707741626783,0.0057143233941545635,0.010948905109489093,0.018987374880539143,0.01183771107839493,-0.029239545860663685,0.009118573613255077,0.0028562409372945297,0.0067113799401790075,-0.0004347483605480207,-0.011678821141581586,-0.0422534645463335,-0.015218274118137143,0.01958746405839662,0.0012457463334476504,0.011111123221261066,0.002803713411771769,-0.012304551457043233,0.0012429363026589257,0.06451613109971022,0.042408348155229314,0.043010771580420215,-0.0016723162654888046,-0.0005107369213892543,0.0042294558100191,0.00019963998671879146
2016-10-24,-0.0025316069397745,-0.0016816499435722276,0.0,0.0032258034744816477,-0.008084409258947156,-0.01002272121904435,-0.009579813668699866,-0.00748829256883865,0.028599587506041413,0.007450268677369198,-0.004116769329686076,0.008510629951243631,0.007812455180101763,0.014925275569500407,-0.02356491888985157,-0.0008240814745132941,-0.00921394627623795,-0.014770440279257335,-0.013138238158256321,0.021568654033598422,-0.012083363667175995,0.036551109703292006,0.02404362981100272,-0.0029513241437220117,0.01685146210468713,-0.003037202856591259,-0.006385659563843182,0.00657281372366203,0.0005548344454009424,0.032707471573522495,0.012173440570002914,-0.1666666356225801,0.03664920171991426,-0.004699230606864835,0.040632124638994904,-0.004577435299744859,-0.005549303319000942,-0.008537628516648299,0.009882699758072322,-0.009090991148708816,0.0,-0.017553919992623124,0.05590177667027563,0.010135161133719484,0.020032091222523585,-0.032448262053197285,0.01727271802497632,0.006493500411399733,0.014440433212996373,0.0031055624684330763,0.013927576009699294,0.021084296802909464,0.005421665089722305,-0.002848106060171607,-0.0147618793305897,0.014934050784789266,0.008862620819583666,-0.043627457300989714,0.010980075763274089,-0.009100094530939296,-0.00777610872420631,-0.007692333949733343,-0.007455724801399333,0.015151481435291991,-0.0027585883975975722,0.030303001111897654,0.019588116154562796,0.0030927903006439106,-0.01619199579126618,-0.024016316846381724,-0.0007487365071442431,0.00019963998671879146
2016-10-25,-0.008629445162954386,0.005614761479400432,0.0,-0.01393353487753446,-0.023742030212484222,-0.0039189881561181306,-0.004680107003449119,-0.005344233861932501,-0.01725794099060174,0.059161891198454386,-0.009770776538751025,-0.015471185857774739,-0.010852666185147353,0.02488680990887482,-0.020420787550867514,0.0,-0.010120437821932726,0.0070274785994046685,-0.007261804468424504,0.025911660471444664,0.0012653493394885196,-0.008137445675703625,0.008537922615730942,-0.0009866083327236819,0.015263838795835039,0.006092911120241906,0.006426698271122078,0.007462633960356291,-0.006099882767533371,-0.032258095134590214,-0.023051799498342462,0.0,-0.09090905994649012,-0.004721417637132963,-0.006507637513988307,-0.05058366756350963,-0.013392934179972782,-0.005277729453860069,-0.011620752214921759,-0.01032102624576603,0.00037168139370469255,-0.003441691573516481,-0.15495826944738356,0.0033445435607433183,-0.01413981196745584,0.029877992634062434,-0.004170372085824714,-0.0040322966121618675,-0.010676156583629859,-0.02115582379601566,-0.010989052448102776,0.0029496950684679835,-0.011983232312478886,-0.0028562409372945297,-0.01933299218005513,-0.0028572246317969396,0.0,0.040748366824722604,0.0028157600730112087,0.01020429314106086,0.012225746133568194,-0.000474619317829994,-0.002816876436220195,-0.029850776140956548,0.006224021960265169,0.024509781005518594,0.05172419624983293,-0.006851676536030693,-0.0022702265470082583,-0.029842915363353373,-0.0030284108648142016,0.00019963998671879146
2016-10-26,0.000512044471594697,0.0022334366575309517,0.0,0.0027174276417738508,-0.007622471516810947,-0.0016393161281683666,-0.004075234276571638,-0.013274338950567621,0.0,0.010085235559559314,-0.003795048377038368,-0.019285746983119467,0.012539172769758578,0.01766010363798065,-0.006317143521900603,-0.0020618242086823946,0.0019341781087360843,-0.040939801523944386,0.013105858296073691,-0.011225434075721408,-0.0037910557988044546,-0.01093891364066335,0.0063492582484669935,-0.0012345961001080097,-0.004295542222354842,0.014761521140129519,0.003831444457300881,0.0,0.014506270942354904,0.0115151462501899,-0.005129550193229693,0.0,-0.022222213896723186,0.0066413412376398195,-0.006550160146491013,-0.021236948270630274,0.002262469359052499,0.006143529656185587,0.005569269049666259,-0.0156431047219302,-0.005945738779120413,-0.0012491878807163737,-0.1626506639805434,-0.04166671662043342,0.007968109506964582,-0.009473078877623275,-0.04277595848404414,0.0,-0.010791366906474864,0.012651543479456517,0.005555576748318192,0.0,-0.024863546498650524,-0.0041374653230724645,0.0009856357571544905,-0.011891057373243474,-0.014641274633910517,-0.015020953653644309,0.0048135320161799555,-0.00707091717389019,0.009290778214759543,-0.002848977562388444,-0.006591308434890197,-0.0006837461073871953,0.0,-0.01674633916242063,0.01967213436953741,-0.0024146310585779762,-0.006257134622188687,0.003777641242866725,-0.0006263113393667474,0.00019963998671879146
2016-10-27,-0.0020471296649509085,0.0055710890723428275,0.0,0.0027099081720196594,0.051207008438796775,0.014778313196421866,0.016682419210104937,0.0073671189828175,-0.010731658667473054,0.009984777466678363,-0.00038097346314880376,0.0050983722383382,0.021671805829548196,0.028199594086443902,-0.0019071668051000579,0.0016528515255240794,-0.00413653478443432,0.04123213150167415,0.006016755403709828,0.02365184552677113,0.014799109855642145,0.0064515845495976,0.004206065319607655,0.0037082487522073215,0.012079389357213755,0.007459931627134875,0.010178107168846262,0.005555605253631857,-0.0027497616275228287,0.021569839915635214,0.018303584837026987,0.0,-0.028409080023802047,0.008482531916520042,0.017582400077467586,0.02207841315566661,0.02144471177367313,0.021371103729094676,0.021538473655204227,0.018246047593948322,-0.013084111362790196,-0.006768701958621892,0.3092086015076225,-0.019130371977972405,0.007905203567263763,0.002988685111974254,-0.04093748331069946,-0.0469635208663336,-0.010909090909090868,0.0020822965868685372,-0.0005524988216063509,-0.02941154230193188,-0.0031094286721354836,-0.00447431425058209,0.0034465631051148193,-0.003334832018442646,0.01634474490381166,-0.02250004773505676,0.013572847990954928,-0.0030518797732689285,0.004909476730990514,-0.0015873681931268813,0.008530819996281025,-0.004789595858618156,-0.003161446603669904,0.012165380115195079,0.01056497645383847,0.009681902456689873,-0.0028619894321630923,-0.008064495454511378,0.006643060821608815,0.00019963998671879146
2016-10-28,-0.020512800950270416,0.019390516522965084,0.0,-0.010810724290458484,-0.015657580347061772,-0.003236250008350483,0.003715151905935521,-0.0034976345845175727,0.00197246450266908,-0.011406958357868646,0.030678333942568248,0.0010869122783423446,0.017424280245004642,0.022151888747970805,-0.007643304905536774,-0.002062674815703658,0.008584753079623697,-0.007221089473266162,-0.006578898961219326,0.0018484711948041355,0.00833337752833585,0.0,-0.01361260906385664,-0.0024629931491653156,0.019181587757878704,0.019992558445123265,0.010705234344742465,0.023941075601746187,0.020036726553912754,-0.026392956111018773,0.037974704286269256,0.0,-0.023391803640567588,0.025233775948605208,0.030237551409326713,0.002607064947102611,0.002210044582872772,0.008423947878816174,-0.0066265313402803505,0.002890114432342328,0.003787954715564812,0.0072592841254339735,-0.04396077888288763,0.0,-0.0172550103080501,-0.001787867693626377,0.0003258464877098355,-0.005947362702759418,0.011029411764705843,-0.006233809830306414,0.0,-0.021212152543313212,-0.003742931698397678,-0.024077046843809402,0.007360232191160998,0.018330010308507116,0.0014619520207019843,0.025575467055975576,0.00669550723858614,-0.0020405958811477998,0.0036640895231989656,0.014149465125128602,-0.02490604650112227,-0.029907139165603835,0.0011031309876139428,0.11298083756449917,0.006363608620383543,0.0020547990198975796,-0.008036841436267705,-0.010298131501396579,0.0009027237354084505,0.00019963998671879146
2016-10-31,-0.014136149338804138,0.009782583093537855,0.0,0.027322300572040437,0.03534817842480642,0.030194777314646704,0.031462019142815434,0.02552645925863173,-0.004921358403362164,-0.00153836042637423,-0.01275651954611745,0.0231632760201399,0.012658233241322314,0.006192033095349325,0.020539133272864607,0.0012401314028347432,0.0035694257565990206,0.007038931125737502,0.003010189014412079,-0.009225127312000314,0.01239661597333419,-0.015567772445624461,0.005307864984265942,0.001234478362543534,-0.008782963545342581,-0.0072594867923545525,0.06853585257061878,0.006294919625322581,0.026130862168408653,-0.004216942349467123,0.030487788032528496,0.19999995529651704,-0.01796406460218647,0.004557758129374978,-0.004192868135531769,-0.0059435307191179065,0.040793766295639466,0.03476144350176735,-0.0024257103154778914,0.011527369051590242,0.01886787642890453,0.0024267567202267415,0.06288070661878997,0.008865326772030224,-0.013567391643965587,-0.03283581778227862,-0.0013029613854482758,0.02564100265084801,-0.0072727272727273196,-0.025614207664112043,-0.022111642628872552,0.009287652780106681,0.018159033723555762,-0.004276288236772285,0.00048710319276024094,0.012285690441520503,0.04233576144386575,-0.011720653220640753,0.028951502085308833,0.0020447684271782673,0.025251045270024752,-0.003448746020625948,0.0,0.026222485609580515,-0.0037190501128602227,-0.02591790120799431,-0.0027100030531362895,0.022214603181262893,0.01851851984715447,0.013691127977346618,0.009594451701188111,0.00019963998671879146
